,Kingdom,Phylum,Class,Order,Family,Genus,Species 
OTU1,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Piskurozymaceae,Solicoccozyma,Solicoccozyma terricola
OTU2,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,
OTU3,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,
OTU4,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,
OTU5,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Mycena,Mycena citrinomarginata
OTU6,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,
OTU7,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Mycena,Mycena leptocephala
OTU8,Fungi,,,,,,
OTU9,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,
OTU10,Fungi,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,Trichoglossum,
OTU11,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,,
OTU12,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius saturninus
OTU13,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Tylospora,Tylospora fibrillosa
OTU14,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius saniosus
OTU15,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU16,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,
OTU17,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU18,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU19,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,Hygrocybe acutoconica
OTU20,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Elasticomyces,Elasticomyces elasticus
OTU21,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,
OTU22,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,
OTU23,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,Clavaria flavipes
OTU24,,,,,,,
OTU25,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU26,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,
OTU27,Fungi,Basidiomycota,Agaricomycetes,Geastrales,Geastraceae,Nidulariopsis,Nidulariopsis iowensis
OTU28,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,
OTU29,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU30,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Piskurozymaceae,Solicoccozyma,Solicoccozyma aeria
OTU31,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius alnobetulae
OTU32,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,
OTU33,,,,,,,
OTU34,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella elongata
OTU35,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella pseudozygospora
OTU36,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius rufus
OTU37,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,
OTU38,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius diasemospermus
OTU39,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,
OTU40,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella macrocystis
OTU41,Fungi,Ascomycota,Leotiomycetes,Helotiales,Leohumicola,Leohumicola minima,
OTU42,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,Clitopilus hobsonii
OTU43,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,
OTU44,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius cyathuliformis
OTU45,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella parvispora
OTU46,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU47,Fungi,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,Suillus,Suillus luteus
OTU48,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,
OTU49,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU50,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,
OTU52,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,
OTU53,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU54,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Mycena,
OTU55,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Hymenoscyphus,
OTU56,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU57,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella gamsii
OTU58,Fungi,Rozellomycota,,,,,
OTU59,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,
OTU60,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU61,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,
OTU62,Fungi,Ascomycota,Leotiomycetes,Helotiales,Cystodendron,,
OTU63,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Cryptococcus,
OTU64,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,
OTU65,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,
OTU66,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Trichocladium,Trichocladium opacum
OTU67,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU68,,,,,,,
OTU69,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,
OTU70,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Cuphophyllus,Cuphophyllus pratensis
OTU71,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU72,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,Tomentella sublilacina
OTU73,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,
OTU74,Fungi,Ascomycota,Leotiomycetes,Helotiales,Leptodontidium,,
OTU75,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius tabularis
OTU76,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU77,,,,,,,
OTU79,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,
OTU80,,,,,,,
OTU81,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Nadsonia,Nadsonia starkeyi-henricii,
OTU82,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacina,
OTU83,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,
OTU84,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,
OTU85,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavulinopsis,Clavulinopsis umbrinella
OTU86,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU87,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,
OTU88,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,,,
OTU89,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,Beauveria pseudobassiana
OTU90,Fungi,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,Suillus,Suillus variegatus
OTU91,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus saitoi
OTU92,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,
OTU93,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Arrhenia,Arrhenia subglobispora
OTU94,Fungi,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,,
OTU95,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella alpina
OTU96,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,,,
OTU97,,,,,,,
OTU98,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,,
OTU99,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU100,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius fuscovelatus
OTU101,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,Herpotrichia,Herpotrichia juniperi
OTU102,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Cuphophyllus,Cuphophyllus virgineus
OTU103,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU104,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,,
OTU105,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,
OTU106,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,
OTU107,Fungi,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,Oidiodendron,
OTU108,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Mycena,Mycena galopus
OTU109,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,,,
OTU110,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Hypholoma,
OTU111,Fungi,,,,,,
OTU112,,,,,,,
OTU113,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,,,
OTU114,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hymenogaster,
OTU115,Fungi,Ascomycota,Dothideomycetes,Mytilinidales,Gloniaceae,Cenococcum,Cenococcum geophilum
OTU116,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula globispora
OTU117,Fungi,,,,,,
OTU118,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,
OTU119,Fungi,Ascomycota,Leotiomycetes,Helotiales,Cadophora,Cadophora orchidicola,
OTU120,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,,
OTU121,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavulinopsis,Clavulinopsis laeticolor
OTU122,Fungi,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,Titaea,Titaea maxilliformis
OTU123,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU124,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella antarctica
OTU125,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,
OTU126,Fungi,Basidiomycota,Microbotryomycetes,Leucosporidiales,,,
OTU127,Fungi,Basidiomycota,Microbotryomycetes,Kriegeriales,Camptobasidiaceae,Glaciozyma,Glaciozyma antarctica
OTU128,Fungi,Basidiomycota,Agaricomycetes,Boletales,Melanogastraceae,Alpova,Alpova diplophloeus
OTU129,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU130,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU131,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Meristemomyces,Meristemomyces frigidus
OTU132,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,
OTU133,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,Hygrocybe conica
OTU134,Fungi,Ascomycota,Dothideomycetes,Dothideales,,,
OTU135,Fungi,,,,,,
OTU136,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Apiotrichum,
OTU137,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Pseudotomentella,
OTU138,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,
OTU139,Fungi,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,Geoglossum,Geoglossum fallax
OTU140,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius adalbertii
OTU141,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella sarnyensis
OTU142,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Hodophilus,
OTU143,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Mycena,Mycena rebaudengoi
OTU145,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella globulifera
OTU146,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,,
OTU147,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Mycena,Mycena cinerella
OTU148,,,,,,,
OTU149,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU150,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,
OTU151,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Psilocybe,Psilocybe medullosa
OTU152,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella amoeboidea
OTU153,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,,,
OTU154,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Camarophyllopsis,Camarophyllopsis schulzeri
OTU155,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Cryptococcus,
OTU156,,,,,,,
OTU157,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,
OTU158,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacina,
OTU159,,,,,,,
OTU160,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudeurotium,
OTU161,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,,
OTU162,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Inocybe maculipes
OTU163,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Trimorphomycetaceae,Saitozyma,Saitozyma podzolica
OTU164,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Knufia,Knufia peltigerae
OTU166,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,
OTU167,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU168,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus,Gymnopus dryophilus
OTU169,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Xenasmataceae,Phlebiella,
OTU170,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Capnobotryella,
OTU171,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,
OTU172,,,,,,,
OTU173,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,
OTU174,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella fimbricystis
OTU175,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,
OTU176,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Mycena,
OTU177,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,
OTU178,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,
OTU179,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU180,Fungi,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,Trichoglossum,Trichoglossum hirsutum
OTU181,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU182,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavulinopsis,Clavulinopsis umbrinella
OTU183,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Mycena,Mycena pura
OTU184,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,
OTU185,Fungi,,,,,,
OTU186,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,
OTU187,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,Hygrocybe nitrata
OTU188,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,
OTU189,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,,
OTU190,,,,,,,
OTU191,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,,
OTU192,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,
OTU193,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,
OTU194,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,,
OTU195,Fungi,Basidiomycota,Agaricomycetes,Boletales,Rhizopogonaceae,Rhizopogon,Rhizopogon occidentalis
OTU196,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,Clavaria falcata
OTU197,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,
OTU198,Fungi,Mucoromycota,Umbelopsidomycetes,Umbelopsidales,Umbelopsidaceae,Umbelopsis,
OTU199,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavulinopsis,Clavulinopsis helvola
OTU200,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,
OTU201,Fungi,Basidiomycota,Agaricomycetes,Atheliales,,,
OTU202,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,,
OTU203,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Clavulinaceae,Membranomyces,
OTU204,Fungi,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,Geoglossum,Geoglossum atropurpureum
OTU205,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,
OTU206,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU207,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU208,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,
OTU209,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,Vishniacozyma victoriae
OTU210,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,
OTU211,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Microscypha,
OTU212,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Gliophorus,Gliophorus psittacinus
OTU213,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,
OTU214,Viridiplantae,Anthophyta,Monocotyledonae,Alismatales,,,
OTU215,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU216,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Scutellinia,
OTU217,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,
OTU218,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavulinopsis,Clavulinopsis luteoalba
OTU219,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella horticola
OTU220,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,,
OTU221,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,
OTU222,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU223,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU224,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,Clavaria fumosa
OTU225,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,
OTU226,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU227,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU228,Fungi,Ascomycota,Leotiomycetes,Helotiales,Leotiaceae,Neobulgaria,
OTU229,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,Hygrocybe helobia
OTU230,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU231,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,,
OTU232,,,,,,,
OTU233,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU234,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU235,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU237,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU238,Fungi,Ascomycota,Leotiomycetes,Helotiales,Vibrisseaceae,Phialocephala,Phialocephala fortinii
OTU239,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,,
OTU240,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Inocybe lacera
OTU241,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,
OTU242,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU243,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU244,Fungi,Ascomycota,Leotiomycetes,Helotiales,Chalara,Chalara heteroderae,
OTU245,Fungi,Ascomycota,Sordariomycetes,Xylariales,Microdochiaceae,Microdochium,
OTU246,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,
OTU247,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,Hygrocybe conica
OTU248,Fungi,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,Oidiodendron,
OTU249,Fungi,Ascomycota,Leotiomycetes,Helotiales,Leotiaceae,Pezoloma,Pezoloma ericae
OTU250,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Piloderma,Piloderma lanatum
OTU251,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hyponectriaceae,Monographella,
OTU252,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU253,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU254,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,Tomentella ellisii
OTU255,,,,,,,
OTU256,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU257,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Pseudotomentella,
OTU258,Fungi,Entomophthoromycota,Entomophthoromycetes,Entomophthorales,,,
OTU259,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU260,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,
OTU261,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,
OTU262,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Dermoloma,Dermoloma cuneifolium
OTU263,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,,
OTU264,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Cuphophyllus,Cuphophyllus virgineus
OTU265,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,
OTU266,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,
OTU267,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU268,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU269,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacina,
OTU271,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,
OTU272,,,,,,,
OTU273,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU274,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Hymenoscyphus,Hymenoscyphus tetracladius
OTU275,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU276,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Meliniomyces,
OTU277,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Naucoria,Naucoria scolecina
OTU278,Fungi,Basidiomycota,Ustilaginomycetes,Urocystidales,,,
OTU279,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyphodiscus,
OTU280,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,
OTU281,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU282,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Mycena,Mycena stylobates
OTU283,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,
OTU284,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,
OTU285,Fungi,,,,,,
OTU286,Fungi,Basidiomycota,Agaricomycetes,Boletales,Rhizopogonaceae,Rhizopogon,Rhizopogon mohelnensis
OTU287,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,,,
OTU288,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,
OTU289,,,,,,,
OTU290,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU291,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,,,
OTU292,Fungi,Ascomycota,Dothideomycetes,Dothideales,,,
OTU293,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hydnangiaceae,Laccaria,Laccaria laccata
OTU294,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Cystofilobasidiaceae,,
OTU295,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,
