,Kingdom,Phylum,Class,Order,Family,Genus,Species 
OTU4734,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU4735,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,
OTU4736,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU4737,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,
OTU4738,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU4739,Fungi,Ascomycota,Leotiomycetes,Helotiales,Vibrisseaceae,Phialocephala,
OTU4740,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,
OTU4741,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU4742,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU4743,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,
OTU4744,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,
OTU4745,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU4746,Fungi,Ascomycota,Dothideomycetes,Capnodiales,,,
OTU4747,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,
OTU4748,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Inocybe rufula
OTU4749,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,
OTU4750,Fungi,Ascomycota,Dothideomycetes,,,,
OTU4751,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4752,Fungi,Kickxellomycota,Kickxellomycetes,Kickxellales,Kickxellaceae,Ramicandelaber,Ramicandelaber longisporus
OTU4753,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU4754,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU4755,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,
OTU4756,Fungi,Ascomycota,Sordariomycetes,Diaporthales,,,
OTU4757,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,
OTU4758,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU4759,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,,
OTU4760,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4761,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4762,Fungi,Basidiomycota,Agaricomycetes,Atheliales,,,
OTU4763,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU4764,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Corynesporascaceae,Corynespora,
OTU4765,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Hypomyces,
OTU4766,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,,,
OTU4767,,,,,,,
OTU4768,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4769,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4770,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cuniculitremaceae,,
OTU4771,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,
OTU4772,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,
OTU4773,Fungi,Ascomycota,Dothideomycetes,Dothideales,,,
OTU4774,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU4775,,,,,,,
OTU4776,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4777,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebeloma,Hebeloma laterinum
OTU4778,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,
OTU4779,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4780,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,,
OTU4781,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU4782,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4783,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU4784,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,
OTU4785,Fungi,Ascomycota,Dothideomycetes,Venturiales,Venturiaceae,,
OTU4786,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4787,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU4788,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4789,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcosomataceae,Strumella,
OTU4790,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU4791,Fungi,Ascomycota,Sordariomycetes,Sordariales,,,
OTU4792,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU4793,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,
OTU4794,Viridiplantae,Anthophyta,Eudicotyledonae,Myrtales,,,
OTU4795,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Melanconidaceae,Valsalnicola,Valsalnicola oxystoma
OTU4796,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4797,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4798,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4799,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Meliniomyces,Meliniomyces variabilis
OTU4800,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4801,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Trimorphomycetaceae,Saitozyma,Saitozyma paraflava
OTU4802,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU4803,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4804,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,
OTU4805,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Pannariaceae,Pectenia,
OTU4806,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,
OTU4807,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU4808,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU4809,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU4810,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU4811,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4812,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4813,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU4814,Fungi,Basidiomycota,Agaricomycetes,Boletales,,,
OTU4815,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU4816,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4817,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU4818,Viridiplantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,,,
OTU4819,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium coprobium
OTU4820,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Zygotorulaspora,Zygotorulaspora florentina
OTU4821,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU4822,Fungi,Basidiomycota,Tremellomycetes,Tremellales,,,
OTU4823,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,
OTU4824,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Tulasnellaceae,,
OTU4825,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,,
OTU4826,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacina,
OTU4827,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,
OTU4828,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,,
OTU4829,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU4830,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,
OTU4831,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4832,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4833,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,,,
OTU4834,Fungi,Ascomycota,Pezizomycetes,Pezizales,,,
OTU4835,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU4836,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,
OTU4837,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,,
OTU4838,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4839,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,
OTU4840,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU4841,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Dioszegia,
OTU4842,Rhodoplantae,Rhodophyta,Florideophyceae,Gracilariales,,,
OTU4843,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU4844,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU4845,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4846,,,,,,,
OTU4847,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,,
OTU4848,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Stephanosporaceae,,
OTU4849,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4850,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,
OTU4851,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU4852,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU4853,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4854,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU4855,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4856,Fungi,,,,,,
OTU4857,,,,,,,
OTU4858,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Xylodon,Xylodon borealis
OTU4859,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4860,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU4861,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4862,Fungi,Ascomycota,Dothideomycetes,Capnodiales,,,
OTU4863,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU4864,,,,,,,
OTU4865,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Hypholoma,
OTU4866,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4867,Rhodoplantae,Rhodophyta,Florideophyceae,Gracilariales,,,
OTU4868,Fungi,Ascomycota,Sordariomycetes,Sordariales,,,
OTU4869,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Myrothecium,
OTU4870,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4871,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Ascochyta,
OTU4872,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU4873,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4874,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Ramariopsis,
OTU4875,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,Mucor abundans
OTU4876,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,,
OTU4877,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Usnea,
OTU4879,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,
OTU4880,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4881,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Itersonilia,Itersonilia pannonica
OTU4882,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4883,Fungi,Ascomycota,Sordariomycetes,Xylariales,,,
OTU4884,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavulinopsis,
OTU4885,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU4886,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU4887,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,
OTU4888,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,,,
OTU4889,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4890,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4891,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU4892,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Corynesporascaceae,Corynespora,
OTU4893,Rhodoplantae,Rhodophyta,Florideophyceae,Halymeniales,,,
OTU4894,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,Archaeorhizomyces borealis
OTU4896,Fungi,Ascomycota,Leotiomycetes,Helotiales,Vibrisseaceae,Phialocephala,Phialocephala europaea
OTU4897,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4898,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,
OTU4899,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,,,
OTU4900,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,
OTU4901,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,
OTU4902,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4903,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4904,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,
OTU4905,Fungi,Basidiomycota,Agaricomycetes,Atheliales,,,
OTU4906,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4907,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,
OTU4908,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,
OTU4909,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU4910,Fungi,,,,,,
OTU4911,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4912,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU4913,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Coniosporium,
OTU4914,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU4915,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4916,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Mycena,
OTU4917,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU4918,Fungi,Chytridiomycota,Lobulomycetes,Lobulomycetales,,,
OTU4919,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4920,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4921,Fungi,,,,,,
OTU4922,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,
OTU4923,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU4924,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4925,Fungi,,,,,,
OTU4926,Rhodoplantae,Rhodophyta,Florideophyceae,Halymeniales,,,
OTU4927,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4928,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma clypeatum
OTU4929,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU4930,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,
OTU4931,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,,
OTU4932,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,Coprinellus radians
OTU4933,Fungi,Ascomycota,Sordariomycetes,Sordariales,,,
OTU4934,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4935,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Lipomycetaceae,Lipomyces,Lipomyces lipofer
OTU4936,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hyponectriaceae,Monographella,Monographella nivalis
OTU4937,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Lapidomyces,
OTU4938,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4939,Fungi,Basidiobolomycota,Basidiobolomycetes,Basidiobolales,,,
OTU4940,,,,,,,
OTU4941,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4942,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,,,
OTU4943,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius belleri
OTU4944,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,,
OTU4945,Fungi,Ascomycota,Sordariomycetes,,,,
OTU4946,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4947,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4948,Fungi,Ascomycota,Leotiomycetes,Helotiales,Cadophora,,
OTU4949,Fungi,Ascomycota,,,,,
OTU4950,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4951,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Podosphaera,
OTU4952,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,
OTU4953,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4954,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4955,Rhodoplantae,Rhodophyta,Florideophyceae,Corallinales,,,
OTU4956,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU4957,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4958,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,
OTU4959,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4960,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU4961,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,,
OTU4962,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU4963,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,
OTU4964,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU4965,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU4966,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU4967,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU4968,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,,
OTU4969,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4970,Fungi,Ascomycota,Sordariomycetes,Diaporthales,,,
OTU4971,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU4972,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4974,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4975,Stramenopila,Oomycota,Oomycetes,Pythiales,,,
OTU4976,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU4977,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius repraesentaneus
OTU4978,,,,,,,
OTU4979,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU4980,Viridiplantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxiaceae,Trebouxia,Trebouxia incrustata
OTU4981,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4982,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4983,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU4984,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,
OTU4985,Fungi,Basidiomycota,Agaricomycetes,Polyporales,,,
OTU4986,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4987,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Ramariopsis,
OTU4988,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU4989,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU4990,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4991,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4992,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU4993,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4994,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4995,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,
OTU4996,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU4997,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,Mycoleptodiscus,
OTU4998,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,
OTU4999,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU5000,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,
OTU5001,Fungi,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,,
OTU5002,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Schizophyllaceae,Schizophyllum,Schizophyllum commune
OTU5003,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,
OTU5004,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU5005,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,,,
OTU5006,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,
OTU5007,Rhodoplantae,Rhodophyta,Florideophyceae,Gigartinales,,,
OTU5008,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Mycena,Mycena flavoalba
OTU5009,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU5010,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Panaeolus,
OTU5011,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU5012,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU5013,Fungi,Ascomycota,Sordariomycetes,Xylariales,,,
OTU5014,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,
OTU5015,Rhodoplantae,Rhodophyta,Florideophyceae,Ceramiales,,,
OTU5016,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,
OTU5017,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,,
OTU5018,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,
OTU5019,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU5020,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,
OTU5021,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU5022,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU5023,Fungi,Ascomycota,Pezizomycetes,Pezizales,,,
OTU5024,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU5025,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU5026,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU5027,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU5028,Fungi,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,,
OTU5029,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,
OTU5030,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU5031,Viridiplantae,Anthophyta,Eudicotyledonae,Lamiales,,,
OTU5032,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,,
OTU5033,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU5034,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,
OTU5035,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU5036,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU5037,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU5038,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Ramariopsis,Ramariopsis kunzei
OTU5039,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU5040,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,Coprinellus micaceus
OTU5041,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,,
OTU5042,Fungi,Mucoromycota,Umbelopsidomycetes,Umbelopsidales,Umbelopsidaceae,Umbelopsis,
OTU5043,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU5044,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,,,
OTU5045,Fungi,,,,,,
OTU5046,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU5047,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU5048,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU5049,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU5050,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,
OTU5051,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscypha,
OTU5052,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU5053,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU5054,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,
OTU5055,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU5056,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU5057,,,,,,,
OTU5058,Ichthyosporia,Ichthyosporea,Dermocystida,,,,
OTU5059,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU5060,Rhodoplantae,Rhodophyta,Florideophyceae,Ceramiales,,,
OTU5061,,,,,,,
OTU5062,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU5063,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,,,
OTU5064,Fungi,Ascomycota,Pezizomycetes,Pezizales,,,
OTU5065,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU5066,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU5067,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU5068,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,,,
OTU5069,Fungi,Ascomycota,Lichinomycetes,Lichinales,,,
OTU5070,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,,
OTU5071,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
